1554255992.000000, 1554255992.000000, 1554255992.000000
32.000000, 32.000000, 32.000000
-60,11,23
-56,12,24
-56,15,25
-64,19,19
-62,22,19
-61,23,18
-62,22,17
-63,21,16
-64,21,14
-64,21,15
-64,20,15
-63,20,15
-63,20,11
-64,18,11
-63,17,11
-65,17,11
-67,18,10
-64,19,11
-64,20,11
-63,21,12
-62,21,13
-62,18,11
-63,16,10
-66,15,7
-67,15,9
-68,13,13
-68,11,14
-67,12,13
-66,10,10
-65,8,9
-67,5,7
-67,4,7
-67,3,8
-67,3,6
-73,3,1
-72,4,0
-68,4,0
-67,3,1
-67,1,1
-68,1,-1
-66,1,3
-65,0,7
-66,-1,5
-70,2,2
-69,3,3
-70,3,2
-70,3,2
-66,4,11
-63,5,13
-66,5,11
-72,9,16
-69,10,19
-61,8,20
-60,7,20
-62,7,22
-65,8,23
-57,5,24
-51,5,26
-52,4,29
-53,4,29
-51,3,30
-38,3,33
-39,4,32
-46,6,31
-51,7,30
-50,10,33
-48,14,38
-53,24,42
-52,27,38
-52,29,34
-49,33,37
-44,33,38
-35,33,35
-40,34,30
-36,34,28
-34,34,27
-34,35,20
-34,36,17
-41,44,11
-45,50,8
-54,62,4
-63,68,-2
-60,69,1
-42,69,14
-33,71,23
-31,72,34
-37,68,26
-36,59,15
-36,57,12
-32,55,9
-33,55,9
-34,57,7
-29,57,6
-33,57,5
-29,57,8
-29,57,8
-29,59,10
-31,60,9
-31,59,13
-28,59,14
-27,58,13
-27,58,14
-28,58,13
-27,58,13
-27,58,13
-27,58,13
-27,58,12
-27,58,12
-27,58,12
-27,59,12
-27,59,12
-27,58,13
-27,58,13
-27,58,13
-28,58,12
-28,58,13
-28,58,12
-28,58,12
-28,58,12
-28,58,12
-28,59,12
-28,58,12
-28,58,11
-28,58,11
-28,58,11
-28,59,11
-29,59,12
-29,59,12
-29,59,12
-28,59,11
-28,59,11
-29,59,11
-29,59,11
-30,58,10
-29,59,11
-30,59,10
-30,59,9
-29,58,9
-27,59,10
-28,59,8
-26,60,11
-24,60,15
-26,59,13
-27,58,12
-24,58,12
-23,59,13
-26,59,12
-26,59,10
-26,59,8
-30,59,10
-27,59,12
-28,59,9
-29,59,8
-32,58,8
-31,59,7
-31,59,8
-30,59,8
-30,58,8
-29,59,7
-30,58,6
-31,57,6
-29,58,7
-28,58,7
-28,59,8
-28,58,8
-27,58,8
-28,60,10
-29,60,11
-30,60,10
-31,60,11
-30,59,13
-34,58,10
-34,57,10
-31,58,13
-30,58,13
-30,57,12
-32,58,12
-29,59,10
-28,59,12
-25,59,14
-23,58,14
-24,57,12
-25,57,10
-26,57,10
-25,55,9
-28,54,7
-31,55,6
-33,56,6
-31,57,8
-35,59,7
-30,59,10
-29,62,14
-30,64,13
-33,63,11
-31,63,13
-29,62,13
-26,62,13
-17,62,19
-18,61,18
-33,60,11
-30,60,12
-23,62,21
-25,62,21
-26,57,18
-26,54,18
-27,55,19
-25,55,19
-24,55,21
-26,60,32
-27,60,31
-36,57,22
-38,55,20
-36,54,25
-36,56,30
-40,50,26
-41,48,19
-42,46,18
-40,45,27
-41,44,29
-43,46,31
-37,41,28
-37,37,31
-38,39,37
-41,37,35
-44,33,33
-45,35,35
-45,32,30
-48,32,28
-50,30,33
-49,27,30
-54,22,24
-56,21,26
-54,19,25
-55,20,26
-59,19,23
-57,18,24
-58,15,21
-59,12,19
-58,12,20
-55,11,22
-56,11,21
-57,11,21
-58,13,21
-59,16,24
-60,17,23
-59,19,23
-60,20,23
-55,21,26
-54,21,23
-56,21,22
-57,20,21
-58,20,19
-53,22,21
-54,22,23
-56,25,23
